vehicle_id,line_number,route_id,nearest_stop,delay_seconds,delay_minutes,timestamp_local,date,hour,dow,is_weekend,season,latitude,longitude
54/14,148,2148,2443217,2886,48.1,2025-10-15 12:18:06,2025-10-15,12,2,0,autumn,60.143245697021484,24.682313919067383
54/11,119,2119,2211292,-174,-2.9,2025-10-15 12:18:06,2025-10-15,12,2,0,autumn,60.17684555053711,24.80657386779785
20/5,583K,5583K,2715289,3547,59.12,2025-10-15 12:18:07,2025-10-15,12,2,0,autumn,60.28633117675781,24.761749267578125
17/48,583,5583,4410214,6427,107.12,2025-10-15 12:18:07,2025-10-15,12,2,0,autumn,60.298458099365234,24.902652740478516
21/28,713,4713,4960240,4626,77.1,2025-10-15 12:18:06,2025-10-15,12,2,0,autumn,60.28791427612305,25.12331199645996
22/1293,582,2582,2714246,4866,81.1,2025-10-15 12:18:06,2025-10-15,12,2,0,autumn,60.296043395996094,24.737096786499023
18/147,843,9843,1453122,1848,30.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.21345520019531,25.083925247192383
54/1,116,2116,2211292,2388,39.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.17682647705078,24.806379318237305
54/3,232,2232,3170212,108,1.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.21677780151367,24.710636138916016
54/4,169,2169,2611212,2808,46.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.21048355102539,24.659122467041016
54/6,149,2149,2413201,2448,40.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.15526580810547,24.627695083618164
90/6318,Z,3001Z,1020551,7007,116.78,2025-10-15 12:21:47,2025-10-15,12,2,0,autumn,60.18470764160156,24.937015533447266
18/947,173,6173,2314200,-968,-16.13,2025-10-15 12:19:52,2025-10-15,12,2,0,autumn,60.160003662109375,24.73975944519043
36/149,961B,9961B,9651509,-4872,-81.2,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.38813400268555,25.017074584960938
36/192,313,4313,4160208,3228,53.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.26484680175781,24.86557960510254
36/197,413,4413,4170267,5508,91.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.27557373046875,24.86455535888672
12/2228,737K,4737K,4860242,-4752,-79.2,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.34587478637695,25.132186889648438
36/14,723,4723,4750214,5028,83.8,2025-10-15 12:20:48,2025-10-15,12,2,0,autumn,60.315635681152344,25.100801467895508
17/25,443K,4443K,4230211,-4633,-77.22,2025-10-15 12:21:47,2025-10-15,12,2,0,autumn,60.32636642456055,24.836965560913086
54/10,137,2137,2323247,708,11.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.17344665527344,24.72979736328125
54/14,148,2148,2441204,2808,46.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.14950180053711,24.695289611816406
54/11,119,2119,2211292,48,0.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.17684555053711,24.80657386779785
20/5,583K,5583K,2715240,3949,65.82,2025-10-15 12:21:49,2025-10-15,12,2,0,autumn,60.282249450683594,24.74675178527832
22/1235,24,1024,1130112,6109,101.82,2025-10-15 12:21:49,2025-10-15,12,2,0,autumn,60.16816329956055,24.92105484008789
21/28,713,4713,4970238,6108,101.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.298728942871094,25.123981475830078
22/1098,582,2582,2713205,5748,95.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.25333023071289,24.73415756225586
22/1061,582,2582,2611270,6948,115.8,2025-10-15 12:21:48,2025-10-15,12,2,0,autumn,60.20520782470703,24.658723831176758
